Device Time, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),GPS Altitude(m),Acceleration Sensor(Z axis)(g),GPS Bearing(°),Trip Distance(km),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS Accuracy(m),Engine RPM(rpm),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Speed (OBD)(km/h)
11-mai-2016 20:35:34.472,6.12002563,13.23048401,-2.01010132,0.24929132,0.30764768,0.28908014,1.00548255,97.09999847,-0.88371688,268.70999146,16.24040604,48.86703491,2.10085177,8,0,2050,70,26.37247849,25
11-mai-2016 20:35:34.575,8.35850525,9.16029358,4.66827393,0.27890807,0.35114655,0.85203922,0.93377095,97.19999695,0.37586889,271.79000854,16.24146843,48.86703491,2.10084176,8,0,2152,70,27.48367882,27
11-mai-2016 20:35:34.671,5.15571594,11.56747437,-0.9776001,0.38758886,0.35114655,0.85203922,0.93377095,97.19999695,0.37586889,275.70001221,16.24146843,48.86703491,2.10083175,8,0,2215,70,27.96520042,27
11-mai-2016 20:35:34.772,-0.15634155,7.16110229,4.83816528,-0.02611166,0.15468965,0.49592152,0.93182045,97.19999695,0.36708692,279.58999634,16.24268341,48.86703491,2.10082173,8,0,2215,70,28.5763588,28
11-mai-2016 20:35:34.872,5.15093994,9.69389343,3.16677856,0.26149711,0.18613008,0.68739676,0.88120824,97.19999695,0.29610789,279.58999634,16.24268341,48.86703491,2.10081005,8,0,2299,70,29.55791855,28
11-mai-2016 20:35:34.972,3.98443604,8.80018616,-0.97161865,0.25395134,0.19352141,0.54104614,0.95133334,97.19999695,0.37513629,287.25,16.24404526,48.86703873,2.10080004,8,0,2360,70,30.24316025,29
11-mai-2016 20:35:35.073,2.5786438,9.59698486,-5.69145203,0.26013827,0.0104743,0.38981771,0.92864895,97.19999695,-0.02244771,287.25,16.24404526,48.86703873,2.10080004,8,0,2360,70,30.24316025,29
11-mai-2016 20:35:35.171,2.0115509,11.20376587,-4.7702179,0.15624942,0.07856248,0.06492063,1.04780281,97.30000305,-0.34575826,293.57000732,16.24566841,48.86704636,2.10077667,8,0,2498,70,31.66919899,30
11-mai-2016 20:35:35.271,1.30326843,10.07316589,-3.81787109,0.17114316,0.09281284,0.26517627,0.87169522,97.30000305,0.50270504,296.45001221,16.2470665,48.86705017,2.10076666,8,0,2498,70,32.37295914,31
11-mai-2016 20:35:35.372,1.77346802,10.56608582,-1.34968567,0.14944482,0.00877093,0.21456407,0.92803919,97.30000305,0.23110327,299.26000977,16.2470665,48.86705017,2.10075498,8,0,2565,70,32.28035736,31
11-mai-2016 20:35:35.472,0.1020813,9.11602783,2.66906738,0.06110263,0.04418649,0.02113832,1.02231395,97.30000305,-0.3097811,301.30999756,16.24851036,48.86705399,2.10074496,8,0,2642,70,32.59519958,32
11-mai-2016 20:35:35.575,-0.94717407,8.26896667,1.77774048,0.05615728,-0.04814115,-0.12850513,0.92535609,97.40000153,0.08060744,303.16000366,16.24981117,48.86706161,2.10073495,8,0,2642,70,33.3915596,33
11-mai-2016 20:35:35.675,-1.33839417,8.08592224,0.03457642,0.05629755,-0.16423924,-0.1364316,0.82425302,97.40000153,-0.09647539,303.16000366,16.24981117,48.86706161,2.10073495,8,0,2691,70,33.3915596,33
11-mai-2016 20:35:35.773,-1.30131531,9.17106628,-1.96104431,0.05793858,-0.16423924,-0.1364316,0.82425302,97.40000153,-0.09647539,304.5,16.25106812,48.86706924,2.10071325,7,0,2770,70,34.44719696,34
11-mai-2016 20:35:35.872,-1.74398804,9.82072449,-4.20431519,0.08101924,-0.03450822,-0.13265191,0.93486911,97.40000153,-0.29990256,303.8999939,16.25245667,48.86707306,2.10070157,7,0,2770,70,35.37319946,34
11-mai-2016 20:35:35.971,-0.63131714,8.11463928,0.03337097,0.06343126,-0.03258894,0.26115239,0.84974188,97.5,-0.48076665,303.98001099,16.25245667,48.86707687,2.10069156,7,0,2816,70,35.42875671,34
11-mai-2016 20:35:36.072,-0.7019043,8.49150085,5.95082092,0.07525553,0.175697,-0.3182725,1.11183059,97.5,-0.30941558,303.69000244,16.25399971,48.8670845,2.10068011,7,0,2844,70,36.26216125,35
11-mai-2016 20:35:36.177,1.85601807,11.55192566,-4.46154785,0.36921573,-0.15412828,-0.22997373,0.79242265,97.5,-0.28490198,304.17001343,16.25540924,48.86708832,2.10066843,7,0,2844,70,36.65108109,36
11-mai-2016 20:35:36.272,-1.2414856,9.9894104,-1.85696411,0.11226443,-0.05356718,-0.0972845,0.9332841,97.5,-0.2209955,304.45999146,16.25657845,48.86709213,2.10065675,7,0,2893,70,36.68811798,36
11-mai-2016 20:35:36.372,3.46638489,5.87614441,13.98951721,0.18158491,0.20712897,0.06967714,1.19183576,97.59999847,0.07560673,304.54998779,16.25657845,48.86709976,2.10064507,7,0,2893,70,36.74367905,36
11-mai-2016 20:35:36.472,-0.68635559,9.19259644,0.30854797,0.0329749,0.083601,-0.1121622,0.87584203,97.59999847,0.52746284,304.77999878,16.25657845,48.86710358,2.10063338,7,0,2924,70,37.16963959,36
11-mai-2016 20:35:36.573,0.33776855,7.34893799,4.33328247,-0.03688192,0.02063599,-0.01764482,1.01048326,97.59999847,0.03999511,304.73001099,16.25907898,48.86711121,2.1006217,7,0,2936,70,37.26223755,36
11-mai-2016 20:35:36.675,-0.7736969,9.74176025,2.55181885,0.00715482,0.02063599,-0.01764482,1.01048326,97.59999847,0.03999511,304.73001099,16.26042938,48.86711121,2.1006217,7,1.71000004,2936,70,37.26223755,36
11-mai-2016 20:35:36.772,-0.78565979,11.02430725,4.13227844,0.03460471,0.02992485,-0.07886818,0.99304384,97.69999695,0.16012424,305.5,16.26171875,48.86711884,2.1006,7,0,2947,70,37.13259888,36
11-mai-2016 20:35:36.872,1.15371704,9.59460449,3.58790588,0.14356923,0.18534744,0.13955958,0.87632889,97.69999695,0.68527699,305.58999634,16.26171875,48.86712646,2.10058832,7,0,2929,70,37.2066803,36
11-mai-2016 20:35:36.972,-0.02354431,6.90266418,8.067276,0.07047,-0.07867759,-0.05972081,0.65180379,97.69999695,0.54795098,305.85998535,16.26361847,48.86713028,2.10057664,7,0,2929,70,37.24372101,36
11-mai-2016 20:35:37.071,-0.48895264,9.21174622,4.28422546,0.06453092,-0.1672491,0.03650444,0.83144844,97.69999695,-0.08098795,305.80999756,16.26361847,48.86713791,2.10056496,7,0,2927,70,37.22519684,36
11-mai-2016 20:35:37.173,0.77804565,7.46139526,6.00346375,0.05094208,-0.13332286,-0.16887325,0.84205961,97.80000305,-0.2141656,304.86999512,16.26538849,48.86714172,2.10055327,7,0,2927,70,36.41031647,36
11-mai-2016 20:35:37.272,0.11404419,8.66618347,2.43696594,0.01051652,-0.02230693,-0.08423442,0.97365224,97.80000305,-0.08830471,304.86999512,16.26538849,48.86714172,2.10055327,7,1.71000004,2911,70,36.41031647,36
11-mai-2016 20:35:37.372,-0.0199585,8.90068054,1.6162262,0.01188878,-0.14412737,-0.00081505,0.82742453,97.80000305,0.11768273,305.54000854,16.26684761,48.86715317,2.10052991,8,0,2910,70,37.42891693,36
11-mai-2016 20:35:37.472,-0.39682007,8.82650757,2.67984009,0.02786024,-0.02274259,0.05443234,0.97182304,97.90000153,-0.01647174,305.95999146,16.26860809,48.86715698,2.1005199,8,0,2910,70,36.83627701,36
11-mai-2016 20:35:37.572,-0.14916992,8.57765198,4.43257141,0.07711899,0.03610756,0.12968104,0.82559377,97.90000153,0.51185256,306.5,16.26860809,48.86716461,2.10050845,8,0,2875,70,36.79924011,36
11-mai-2016 20:35:37.671,-0.4602356,8.98204041,1.80406189,0.02784038,-0.06461667,-0.04691494,0.91560042,97.90000153,0.08390029,306.5,16.27049828,48.86716461,2.10050845,8,1.04999995,2875,70,36.79924011,36
11-mai-2016 20:35:37.775,0.64045715,9.68553162,2.66308594,0.03225676,0.02638237,0.06528615,0.98731208,98,0.17146645,307.16000366,16.27049828,48.86717606,2.10048676,8,0,2875,71,36.05844116,36
11-mai-2016 20:35:37.873,0.24085999,8.40536499,1.87464905,0.03060765,0.02638237,0.06528615,0.98731208,98,0.17146645,307.33999634,16.27049828,48.86717987,2.10047507,7,0,2821,71,36.0028801,36
11-mai-2016 20:35:37.974,0.27197266,8.4041748,2.76716614,-0.00485921,-0.10686082,-0.02959676,0.85340178,98,0.16073397,307.33999634,16.27271652,48.86717987,2.10047507,7,0,2824,71,36.35475922,35
11-mai-2016 20:35:38.076,1.47315979,8.17565918,3.25531006,0.00772495,-0.09720863,0.04260173,0.8396191,98.09999847,0.2281775,307.89001465,16.27431107,48.86719131,2.10045338,7,0,2824,71,35.52135849,35
11-mai-2016 20:35:38.174,-0.17788696,8.47595215,2.64393616,0.01713916,-0.0924487,-0.05825715,0.838157,98.09999847,0.24232416,308,16.27431107,48.86719513,2.10044336,7,0,2746,71,35.22504044,35
11-mai-2016 20:35:38.278,-0.62533569,8.48432922,4.45770264,0.02143467,-0.0868188,0.0584578,0.8646211,98.09999847,0.18695545,308.17001343,16.27577782,48.86720276,2.10043168,7,0,2746,71,35.15095901,34
11-mai-2016 20:35:38.372,-0.16352844,8.66378784,3.10575867,0.03111398,-0.14113601,0.09248288,0.83998621,98.09999847,0.05170285,308.17001343,16.27735519,48.86720276,2.10043168,7,1.41999996,2742,71,35.15095901,34
11-mai-2016 20:35:38.472,-0.08216858,8.64942932,1.79568481,0.01608942,-0.09915783,-0.008376,0.88169509,98.19999695,0.08304636,308.27999878,16.27735519,48.8672142,2.10041165,7,0,2742,71,34.65092087,34
11-mai-2016 20:35:38.574,-0.48536682,10.82929993,-0.1018219,0.02456623,-0.09915783,-0.008376,0.88169509,98.30000305,0.08304636,308.75,16.27931023,48.86721802,2.10040164,8,0,2683,71,33.89159775,33
11-mai-2016 20:35:38.671,-1.05126953,7.83348083,3.5639801,-0.02342176,0.10543866,-0.04947674,1.10390413,98.30000305,-0.11037939,309.10998535,16.27931023,48.86722183,2.10039163,8,0,2683,71,33.78047943,33
11-mai-2016 20:35:38.773,0.38682556,8.97007751,3.45629883,-0.00820031,-0.11250979,0.02796822,0.75912708,98.30000305,0.3583065,309.10998535,16.28106117,48.86722183,2.10039163,8,1.04999995,2609,71,33.78047943,32
11-mai-2016 20:35:38.873,0.09489441,8.24743652,1.81602478,0.00418634,0.05449068,0.03882203,0.95060229,98.40000153,0.35391551,310.23001099,16.28106117,48.86723328,2.1003716,8,0,2542,71,32.91003799,32
11-mai-2016 20:35:38.975,0.04345703,7.54634094,3.09259033,0.00037936,-0.08480172,0.02491802,0.81693625,98.40000153,0.31110847,310.16000366,16.28275871,48.86724091,2.10036159,9,0,2542,71,32.11367798,31
11-mai-2016 20:35:39.075,0.26837158,9.49409485,3.30076599,0.11776054,0.01110158,-0.06484285,0.91645277,98.40000153,0.32135254,310.29000854,16.28275871,48.86724472,2.10035324,9,0,2542,71,31.66919899,31
11-mai-2016 20:35:39.175,-0.16113281,8.15411377,2.70974731,0.02793868,-0.09408763,0.02308883,0.8133992,98.40000153,0.29744866,310.29000854,16.28275871,48.86724472,2.10035324,9,0,2542,71,31.66919899,31
11-mai-2016 20:35:39.275,-0.36930847,8.08592224,1.81842041,0.0143308,-0.0859982,0.02540643,0.86986601,98.40000153,0.17841768,310.29000854,16.28275871,48.86724472,2.10035324,9,0.94,2542,71,31.66919899,31
11-mai-2016 20:35:39.372,-0.44468689,8.29051208,3.36657715,0.0060311,-0.13248508,-0.03081622,0.80193412,98.5,0.22866435,310.16000366,16.28275871,48.86724854,2.10034323,9,0.94,2445,71,31.05804062,31
11-mai-2016 20:35:39.472,-0.57389832,8.70925903,3.26608276,0.04274791,-0.0622033,-0.04984226,0.89206207,98.5,0.18390679,310.20999146,16.28275871,48.86725616,2.10033488,9,0.94,2445,71,31.07655907,31
11-mai-2016 20:35:39.573,0.00038147,8.18043518,2.41423035,0.0062955,-0.18385467,-0.08447862,0.79022634,98.5,0.08451002,310.20999146,16.28707504,48.86725616,2.10033488,9,0.94,2445,71,31.07655907,29
11-mai-2016 20:35:39.673,0.59500122,8.6075592,3.35340881,0.00725196,-0.05606303,0.06065252,0.87742698,98.59999847,0.24183576,310.45001221,16.28707504,48.86725998,2.10032511,9,0,2445,71,30.74319839,29
11-mai-2016 20:35:39.775,-0.40878296,12.30447388,8.30535889,0.60661912,-0.0110292,-0.08862541,0.98133606,98.69999695,-0.18074869,310.36999512,16.28939438,48.86727905,2.10029173,9,0,2317,71,29.02083778,28
11-mai-2016 20:35:39.878,0.0135498,16.87356567,3.05311584,0.50325042,0.74856478,0.00138122,1.72003722,98.69999695,0.21122485,310.36999512,16.28939438,48.86727905,2.10029173,9,0.94,2223,71,29.02083778,28
11-mai-2016 20:35:39.974,-0.12165833,5.55072021,-1.64997864,0.24272703,-0.40937629,-0.01240146,0.5658226,98.80000305,-0.26819351,310.67001343,16.29066277,48.86728668,2.10027504,9,0,2223,71,28.44671822,28
11-mai-2016 20:35:40.071,-0.11207581,4.72999573,-0.35307312,0.04267337,-0.40937629,-0.01240146,0.5658226,98.80000305,-0.26819351,310.17999268,16.29167938,48.86729431,2.1002667,9,0,2250,71,26.72435951,27
11-mai-2016 20:35:40.173,-1.27140808,11.48731995,-2.74589539,0.30370212,-0.27174532,0.03455392,0.59058046,98.80000305,0.32427987,310.17999268,16.29167938,48.86729431,2.1002667,9,0.94,2081,71,26.72435951,27
11-mai-2016 20:35:40.276,2.56069946,9.31822205,5.13487244,0.20325714,0.22517742,-0.28327063,1.02816701,98.90000153,0.50221664,310.20999146,16.29257774,48.86730194,2.10025001,9,0,2094,71,27.33551979,26
11-mai-2016 20:35:40.374,0.75891113,6.21234131,3.88581848,0.15267321,0.05504599,0.12321666,0.88962317,99,0.45294678,310.57000732,16.29359055,48.86730576,2.10024333,9,0,2094,71,27.39108086,25
11-mai-2016 20:35:40.473,-0.77848816,8.42689514,1.03715515,-0.03810066,-0.32046327,0.00357594,0.67070699,99,0.00767634,310.83999634,16.29454613,48.86730957,2.10023499,9,0,2109,71,26.77991867,26
11-mai-2016 20:35:40.581,-1.56930542,8.89230347,3.32110596,0.07671922,0.11189209,-0.08508836,1.06012022,99,0.22305547,311.20999146,16.29454613,48.86731339,2.10022831,9,0,2106,71,26.46508026,26
11-mai-2016 20:35:40.673,-0.29753113,9.6209259,2.95500183,0.09076521,-0.05001465,0.00918638,0.90267164,99.09999847,0.19488193,311.20999146,16.29560089,48.86732101,2.10021996,9,0,2106,71,26.09467888,26
11-mai-2016 20:35:40.772,-0.20779419,7.64205933,1.69039917,0.04818684,-0.14770852,0.06321276,0.82132566,99.09999847,0.1175614,311.11999512,16.29560089,48.86732483,2.10021329,9,0,2118,71,26.18727875,26
11-mai-2016 20:35:40.875,-1.53939819,9.07655334,0.02857971,0.03122854,-0.06122743,-0.15692131,0.92523474,99.09999847,-0.09708668,311.26998901,16.29722595,48.86732864,2.10020494,9,0,2118,71,26.26136017,26
11-mai-2016 20:35:40.975,-0.72822571,9.76927185,0.00227356,0.04924718,-0.06122743,-0.15692131,0.92523474,99.19999695,-0.09708668,311.1499939,16.29816437,48.86733246,2.10019827,9,0,2126,71,25.94651794,26
11-mai-2016 20:35:41.073,-0.3764801,10.12580872,3.95521545,0.08101274,-0.02857898,-0.00020532,0.94743079,99.19999695,0.11304754,311.27999878,16.29816437,48.86733627,2.10018992,9,0,2133,71,27.07623863,26
11-mai-2016 20:35:41.179,-0.47459412,7.96269226,1.38652039,0.06577738,-0.01163427,-0.16899458,0.9063316,99.19999695,0.25525135,311.10998535,16.29915428,48.86734009,2.10018158,9,0,2133,71,27.02067947,26
11-mai-2016 20:35:41.273,-1.50230408,8.76190186,2.26707458,0.02797353,-0.13041513,-0.05581823,0.85608333,99.30000305,0.04023931,310.61999512,16.30014038,48.8673439,2.1001749,9,0,2188,71,26.90955925,27
11-mai-2016 20:35:41.375,-1.22952271,9.21772766,0.51672363,0.01787175,-0.10754199,-0.1013084,0.88633031,99.30000305,-0.09037809,310.51000977,16.3010788,48.86735153,2.10016656,8,0,2216,71,28.03927803,27
11-mai-2016 20:35:41.473,-0.76173401,9.87934875,0.51553345,0.0329889,-0.09807159,-0.25936675,0.82254511,99.30000305,0.16280736,310.22000122,16.3010788,48.86735535,2.10015821,8,0,2216,71,27.59479904,27
11-mai-2016 20:35:41.579,-2.74658203,6.96128845,-3.66952515,-0.05760205,-0.09877865,-0.02203581,0.8651095,99.40000153,0.1504899,309.57998657,16.30251503,48.86735916,2.10015011,8,0,2242,71,27.94668007,28
11-mai-2016 20:35:41.675,1.01972961,4.59838867,0.44255066,-0.21361074,-0.20366284,-0.05984214,0.72814906,99.40000153,-0.41612911,309.55999756,16.30251503,48.86736298,2.10014343,8,0,2277,71,28.66896057,28
11-mai-2016 20:35:41.774,-3.63790894,16.44285583,-3.13352966,0.02000549,0.11864328,-0.22668089,1.01304507,99.40000153,-0.51576853,309.33999634,16.30368233,48.86736679,2.10013509,8,0,2277,71,28.79859924,28
11-mai-2016 20:35:41.873,0.31265259,13.23527527,1.08381653,0.17611983,0.35404816,-0.33449256,1.31037843,99.5,-0.15672348,309.57000732,16.30492592,48.86737061,2.10012507,8,0,2281,71,29.74312019,28
11-mai-2016 20:35:41.973,-1.05844116,6.29489136,-0.82804871,-0.25108284,-0.13992004,-0.15533634,0.82266802,99.5,-0.29575577,309.61999512,16.30492592,48.86737823,2.10011673,9,0,2383,71,29.3356781,28
11-mai-2016 20:35:42.076,-2.74179077,9.58143616,0.93666077,-0.0291032,-0.13992004,-0.15533634,0.82266802,99.5,-0.29575577,309.61999512,16.30602646,48.86738205,2.10010839,9,0,2486,71,29.780159,29
11-mai-2016 20:35:42.173,-1.83132935,11.56747437,-3.30342102,0.07690118,0.02072863,-0.27948937,0.9767009,99.59999847,-0.0045198,308.98001099,16.30732918,48.86738586,2.10010004,9,0,2486,71,29.07639885,30
11-mai-2016 20:35:42.271,-0.24966431,8.47355652,2.48242188,0.08503774,0.08550847,-0.12533361,1.0731703,99.59999847,0.00060224,308.76998901,16.30732918,48.86739349,2.1000917,9,0,2384,71,30.22463799,30
11-mai-2016 20:35:42.372,-1.2749939,7.27474976,2.6068573,-0.10883451,-0.16850957,-0.06691624,0.75754207,99.59999847,0.23549426,308.42001343,16.30851173,48.86739349,2.10008168,9,0,2550,71,30.94692039,30
11-mai-2016 20:35:42.472,-1.67340088,9.75491333,1.68920898,-0.02089753,-0.09753024,-0.14765249,0.88913471,99.59999847,-0.13916111,308.58999634,16.30954552,48.86740112,2.10007334,9,0,2550,71,31.24323845,31
11-mai-2016 20:35:42.572,-1.82055664,8.53338623,3.15002441,0.01702127,0.14254959,-0.26973215,1.09841502,99.69999695,-0.25892469,308.54998779,16.31072617,48.86740494,2.10006332,9,0,2610,71,31.90995789,32
11-mai-2016 20:35:42.671,-1.1756897,8.4161377,-0.20231628,-0.0407334,-0.00764719,-0.18216598,0.97243279,99.69999695,-0.02732554,308.35998535,16.31072617,48.86740875,2.10005498,9,0,2612,71,32.33591843,32
11-mai-2016 20:35:42.773,-1.75474548,8.77386475,-2.03521729,0.01236413,-0.10274976,-0.26363483,0.85730439,99.69999695,-0.09415935,308.47000122,16.31199837,48.86741638,2.10004497,9,0,2612,71,32.85448074,33
11-mai-2016 20:35:42.878,-1.04408264,9.15193176,4.65870667,0.04582083,0.01303137,-0.12655306,0.9791398,99.80000305,-0.32539144,308.38000488,16.31339455,48.8674202,2.10003495,9,0,2734,71,33.68787766,34
11-mai-2016 20:35:42.973,-2.09094238,8.51902771,3.50894165,0.08390345,0.14845896,-0.11643187,1.10134232,99.80000305,0.20256576,307.92001343,16.31339455,48.86742401,2.10002494,9,0,2802,71,34.7990799,34
11-mai-2016 20:35:43.074,-2.13641357,10.42849731,2.61523438,0.21016967,-0.24023849,-0.03325514,0.71936864,99.80000305,0.1413424,307.73001099,16.31506157,48.86743164,2.10001493,9,0,2802,71,35.22504044,35
11-mai-2016 20:35:43.172,-1.89593506,9.28352356,-1.99453735,0.09647414,-0.01262951,-0.19326554,0.94633263,99.90000153,-0.30331674,307.48001099,16.31506157,48.86743546,2.10000324,9,0,2802,71,36.24363708,35
11-mai-2016 20:35:43.272,-3.11268616,9.2081604,0.43177795,0.09481047,-0.00785509,-0.31729725,0.93865037,99.90000153,-0.05598594,307.22000122,16.31735229,48.86744308,2.09999323,9,0,2948,71,36.87331772,37
11-mai-2016 20:35:43.372,-0.40878296,9.99420166,5.97953796,0.28070569,0.18833499,-0.04167002,1.01877689,99.90000153,0.50953496,307.1000061,16.31735229,48.8674469,2.09998178,9,0,2981,71,36.89183807,37
11-mai-2016 20:35:43.475,-1.82414246,10.11862183,-1.40232849,0.15056682,0.18833499,-0.04167002,1.01877689,100,0.50953496,306.83999634,16.31886292,48.86745453,2.09997177,9,0,3070,71,37.57707977,37
11-mai-2016 20:35:43.574,-1.3240509,8.52619934,0.41860962,0.1107008,-0.03774174,0.03357711,0.87084132,100,0.30720589,306.54000854,16.32016563,48.86745834,2.09996009,9,0,3070,71,38.04007721,38
11-mai-2016 20:35:43.672,-1.82653809,8.8336792,1.41522217,0.07873438,-0.14666073,-0.07594086,0.81437445,100,0.14231765,306.32000732,16.32016563,48.86746597,2.09994841,9,0,3085,71,38.6882782,38
11-mai-2016 20:35:43.772,-1.50469971,8.19718933,1.24772644,-0.04819894,-0.06395355,-0.25131738,0.89815933,100,-0.0242769,306.32000732,16.3217392,48.86746597,2.09994841,9,0.94,3142,71,38.6882782,38
11-mai-2016 20:35:43.873,-1.22714233,9.59938049,1.05151367,0.00922076,-0.22708023,-0.13606608,0.75778627,100.09999847,-0.16513838,305.95999146,16.32339668,48.8674736,2.09992337,9,0,3142,71,39.39203644,39
11-mai-2016 20:35:43.974,-0.82873535,8.85881042,1.46188354,0.03251086,0.04581032,-0.05874556,1.0020684,100.19999695,0.19219881,305.54998779,16.32339668,48.86748123,2.09991169,8,0,3142,71,39.83651733,39
11-mai-2016 20:35:44.073,-1.62553406,9.94035339,-1.2958374,0.05627852,0.07910777,-0.05057332,0.97170019,100.19999695,0.36574614,305.3999939,16.32339668,48.86748505,2.09990001,8,0,3142,71,40.22544098,39
11-mai-2016 20:35:44.172,-0.87658691,8.98204041,2.05171204,0.0362013,-0.21379142,-0.18253306,0.76302963,100.30000305,-0.05342414,305.35998535,16.32339668,48.86749268,2.09988666,8,0,3142,71,40.28100204,39
11-mai-2016 20:35:44.272,0.3210144,10.17007446,3.23855591,0.02208129,0.07768983,-0.15996997,1.04036319,100.30000305,0.12951334,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:44.373,0.40716553,7.6552124,1.61383057,0.03057471,-0.10806584,-0.11984604,0.80461723,100.30000305,0.26500857,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:44.472,-1.71885681,8.90187073,-0.75506592,0.0201655,-0.07229422,-0.17521475,0.90742815,100.30000305,-0.17696899,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:44.573,-1.38745117,8.4927063,2.35560608,0.00224447,-0.07229422,-0.17521475,0.90742815,100.30000305,-0.17696899,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:44.671,0.94914246,9.33258057,9.8236084,0.15240034,-0.13568892,0.08931291,0.72168624,100.30000305,0.36660007,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:44.772,-0.76771545,9.69270325,-1.52555847,0.143494,-0.05978304,-0.3735199,0.86083984,100.30000305,-0.15330932,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:44.874,0.34135437,11.21812439,-1.48965454,0.24687898,-0.06936952,0.06894608,0.87425548,100.30000305,0.21049224,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:44.974,-1.28695679,8.68173218,3.47305298,0.15872939,0.29338515,-0.2822938,1.10414672,100.30000305,0.51063305,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.072,-3.04328918,10.06956482,3.83796692,0.12400725,-0.21701911,-0.08777148,0.75961548,100.30000305,-0.26709539,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.174,-0.30949402,9.3732605,3.50177002,0.11324584,0.00611506,-0.08716174,0.99609244,100.30000305,0.00853027,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.278,-0.19822693,9.09449768,1.43795776,0.03157461,-0.03783295,-0.17948441,0.93560016,100.30000305,0.03255548,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.372,-0.30470276,7.93397522,3.3270874,0.05465109,-0.10443777,0.01552788,0.89132947,100.30000305,-0.0176912,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.472,-1.49992371,8.76069641,1.21662903,0.03180392,-0.1637179,-0.04728047,0.82559377,100.30000305,0.02267693,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.574,-0.58227539,8.57765198,1.79328918,-0.00311339,-0.09558104,-0.16533621,0.87535363,100.30000305,0.05438597,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.671,-0.29273987,8.17086792,1.39967346,-0.01112597,-0.09558104,-0.16533621,0.87535363,100.30000305,0.05438597,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.774,-1.14578247,8.76069641,2.26586914,-0.00890837,-0.13412419,-0.01105912,0.80595958,100.30000305,0.21549296,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.872,-0.33102417,8.20198059,4.10476685,0.02482058,0.13125557,-0.10618623,1.07487667,100.30000305,0.23500741,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:45.973,-0.68037415,7.70068359,7.35899353,0.18077326,0.08044159,-0.05362196,0.93608856,100.30000305,0.43611544,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:46.073,-2.89015198,11.17744446,-0.30880737,0.15550406,-0.09983105,0.04272461,0.8810854,100.30000305,0.07780299,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:46.173,-0.44108582,9.93437195,-5.59812927,0.12515482,-0.03096217,-0.21704654,0.87279183,100.30000305,0.25988653,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:46.273,-2.55395508,10.05760193,2.0337677,0.17067921,-0.12561484,0.15626803,0.6977824,100.30000305,0.4027001,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
11-mai-2016 20:35:46.372,0.338974,9.1363678,5.20664978,0.16528201,-0.10117728,-0.15326294,0.87706149,100.30000305,0.02084774,305.35998535,16.32339668,48.86749268,2.09988666,8,1.04999995,3142,71,40.28100204,39
