Device Time, Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Torque(Nm),Trip Distance(km),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS Bearing(°),GPS Accuracy(m),Trip Time(Since journey start)(s),Intake Air Temperature(°C),Ambient air temp(°C),Engine Oil Temperature(°C),Engine Coolant Temperature(°C),Speed (GPS)(km/h),Speed (OBD)(km/h)
08-févr.-2019 08:19:23.842,-0.18792981,0.98992646,0.31710657,0.09089991,139.64053345,11.10356998,178.93092346,48.80895996,2.05417681,20,213.82312012,4,1210,18,7,83,81,45.07785034,46
08-févr.-2019 08:19:23.940,-0.02318615,1.01042783,0.18238287,0.04975936,139.64053345,11.10356998,178.93092346,48.80895996,2.05417681,20,213.82312012,4,1210,18,7,83,81,45.07785034,46
08-févr.-2019 08:19:24.041,-0.00707788,0.86423314,0.22338574,-0.07690233,139.64053345,11.10619164,178.93092346,48.80895996,2.05417681,20,213.82312012,4,1210,18,7,83,81,45.07785034,47
08-févr.-2019 08:19:24.140,-0.06126024,1.09365392,0.44670492,0.22463958,139.64053345,11.10619164,178.93092346,48.80895996,2.05417681,20,213.82312012,4,1210,18,7,83,81,45.07785034,47
08-févr.-2019 08:19:24.245,-0.06126024,1.09365392,0.44670492,0.22463958,139.64053345,11.10856628,178.93092346,48.80895996,2.05417681,20,213.82312012,4,1210,18,7,83,81,45.07785034,48
08-févr.-2019 08:19:24.342,-0.01562014,0.88180572,0.36787203,-0.00129551,139.64053345,11.10856628,178.93092346,48.80895996,2.05417681,20,213.82312012,4,1210,18,7,83,81,45.07785034,48
08-févr.-2019 08:19:24.442,-0.11373415,1.00993967,0.27781218,0.08464704,139.64053345,11.11052608,178.93092346,48.80895996,2.05417681,20,213.82312012,4,1210,18,7,83,81,45.07785034,48
08-févr.-2019 08:19:24.541,-0.11568667,1.01555324,0.33516738,0.11128121,139.64053345,11.11207581,178.93092346,48.80895996,2.05417681,20,213.82312012,4,1210,18,7,83,81,45.07785034,49
08-févr.-2019 08:19:24.640,-0.12593739,1.16980219,-0.03068562,0.17900425,106.35636139,11.11417198,178.99682617,48.80886078,2.05407429,20,213.66390991,4,1211,18,7,83,81,50.396698,49
08-févr.-2019 08:19:24.743,0.10568002,0.90157497,0.28586629,-0.01330684,106.35636139,11.11417198,178.99682617,48.80886078,2.05407429,19,213.66390991,4,1211,18,7,83,81,50.396698,49
08-févr.-2019 08:19:24.841,-0.05979585,0.89864618,0.1504104,-0.0648834,106.35636139,11.11653709,178.99682617,48.80886078,2.05407429,19,213.66390991,4,1211,18,7,83,81,50.396698,50
08-févr.-2019 08:19:24.943,-0.08395825,0.95185226,0.02862209,-0.03550496,106.35636139,11.11653709,178.99682617,48.80886078,2.05407429,19,213.66390991,4,1211,18,7,83,80,50.396698,50
08-févr.-2019 08:19:25.044,0.01854892,0.96991307,0.14919007,0.00192646,106.35636139,11.11963749,178.99682617,48.80886078,2.05407429,19,213.66390991,4,1211,18,7,83,80,50.396698,51
08-févr.-2019 08:19:25.144,0.01195917,0.90694445,0.15138665,-0.05846302,106.35636139,11.11963749,178.99682617,48.80886078,2.05407429,19,213.66390991,4,1211,17,7,83,80,50.396698,51
08-févr.-2019 08:19:25.242,0.06516527,0.97601473,0.35103157,0.07753127,106.35636139,11.11963749,178.99682617,48.80886078,2.05407429,19,213.66390991,4,1211,17,7,83,80,50.396698,51
08-févr.-2019 08:19:25.341,0.06516527,0.97601473,0.35103157,0.07753127,106.35636139,11.12303734,178.99682617,48.80886078,2.05407429,19,213.66390991,4,1211,17,7,83,80,50.396698,51
08-févr.-2019 08:19:25.442,0.00951852,0.89010394,0.1289327,-0.08056369,106.35636139,11.12303734,178.99682617,48.80886078,2.05407429,19,213.66390991,4,1211,17,7,83,80,50.396698,51
08-févr.-2019 08:19:25.542,-0.03197248,0.92500526,0.31271344,0.013751,106.35636139,11.12584114,178.99682617,48.80886078,2.05407429,19,213.66390991,4,1211,17,7,83,80,50.396698,52
08-févr.-2019 08:19:25.642,-0.03465719,0.94965571,-0.0336144,-0.04707069,106.35636139,11.12810898,179.1101532,48.80875778,2.0539639,19,214.00617981,4,1211,17,7,83,80,52.817173,52
08-févr.-2019 08:19:25.743,-0.00634568,0.92817801,0.28513411,0.00527264,106.35636139,11.12810898,179.1101532,48.80875778,2.0539639,20,214.00617981,4,1211,17,7,83,80,52.817173,52
08-févr.-2019 08:19:25.841,-0.11129351,1.05728829,0.24339904,0.11759592,79.01116943,11.13085079,179.1101532,48.80875778,2.0539639,20,214.00617981,4,1212,17,7,83,80,52.817173,53
08-févr.-2019 08:19:25.941,0.07321941,0.90621221,0.04082533,-0.0796784,79.01116943,11.13211727,179.1101532,48.80875778,2.0539639,20,214.00617981,4,1212,17,7,83,80,52.817173,53
08-févr.-2019 08:19:26.041,-0.09738182,0.93525594,0.40814269,0.06919433,79.01116943,11.13211727,179.1101532,48.80875778,2.0539639,20,214.00617981,4,1212,17,7,83,80,52.817173,53
08-févr.-2019 08:19:26.145,-0.01757266,0.98699766,0.11453288,0.01054189,79.01116943,11.13409042,179.1101532,48.80875778,2.0539639,20,214.00617981,4,1212,17,7,83,80,52.817173,53
08-févr.-2019 08:19:26.242,0.07566006,0.95624548,0.09769242,-0.02027163,79.01116943,11.13625431,179.1101532,48.80875778,2.0539639,20,214.00617981,4,1212,17,7,83,80,52.817173,53
08-févr.-2019 08:19:26.340,-0.15595734,0.8691144,0.19678269,-0.06814408,79.01116943,11.13625431,179.1101532,48.80875778,2.0539639,20,214.00617981,4,1212,17,7,83,80,52.817173,53
08-févr.-2019 08:19:26.442,0.03148435,0.96942496,0.37714648,0.08131552,79.01116943,11.13959789,179.1101532,48.80875778,2.0539639,20,214.00617981,4,1212,17,7,83,80,52.817173,54
08-févr.-2019 08:19:26.542,0.04783668,1.11806035,0.55238497,0.29580101,79.01116943,11.13959789,179.1101532,48.80875778,2.0539639,20,214.00617981,4,1212,17,7,83,80,52.817173,54
08-févr.-2019 08:19:26.643,-0.04124694,0.98821801,-0.17102282,-0.00803611,79.01116943,11.13959789,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1212,17,7,83,80,54.52591324,54
08-févr.-2019 08:19:26.741,0.05857553,0.96405554,0.28220531,0.03906319,79.01116943,11.14318275,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1213,17,7,83,80,54.52591324,54
08-févr.-2019 08:19:26.841,0.05857553,0.96405554,0.28220531,0.00405872,79.01116943,11.14318275,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1213,17,7,83,80,54.52591324,54
08-févr.-2019 08:19:26.942,0.09420898,0.98187232,0.08573324,0.00405872,22.47330666,11.14591312,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1213,17,7,83,80,54.52591324,54
08-févr.-2019 08:19:27.042,-0.08029728,0.92256457,0.16407801,-0.03670153,22.47330666,11.14807796,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1213,17,7,83,80,54.52591324,55
08-févr.-2019 08:19:27.142,0.03465719,0.90328342,0.33834019,0.0049646,22.47330666,11.15040016,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1213,17,7,83,80,54.52591324,55
08-févr.-2019 08:19:27.241,-0.04661636,1.02507174,0.24657188,0.0834476,22.47330666,11.15040016,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1213,17,7,83,80,54.52591324,55
08-févr.-2019 08:19:27.343,0.10958505,0.94745916,0.38056344,0.06836715,22.47330666,11.15040016,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1213,17,7,83,80,54.52591324,55
08-févr.-2019 08:19:27.441,0.04319945,0.82371831,0.30148643,-0.0823157,22.47330666,11.15431118,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1213,17,7,83,80,54.52591324,55
08-févr.-2019 08:19:27.544,-0.0954293,1.06290174,0.30026612,0.14016119,22.47330666,11.15614414,179.19659424,48.80864716,2.0538497,20,213.98442078,4,1213,17,7,83,80,54.52591324,55
08-févr.-2019 08:19:27.641,0.18378073,0.89718187,0.32003534,0.00788592,22.47330666,11.15614414,179.258255,48.80853271,2.05373311,20,214.01425171,3,1213,17,7,83,80,55.54860687,55
08-févr.-2019 08:19:27.741,0.02855557,0.80541348,0.26902583,-0.11330764,22.47330666,11.15944386,179.258255,48.80853271,2.05373311,20,214.01425171,3,1214,17,7,83,80,55.54860687,55
08-févr.-2019 08:19:27.841,-0.0671178,1.02092266,0.26609707,0.08702424,22.47330666,11.15944386,179.258255,48.80853271,2.05373311,20,214.01425171,3,1214,17,7,83,80,55.54860687,55
08-févr.-2019 08:19:27.941,0.17645879,1.06631863,0.36836019,0.17833893,22.47330666,11.15944386,179.258255,48.80853271,2.05373311,20,214.01425171,3,1214,17,7,83,80,55.54860687,55
08-févr.-2019 08:19:28.041,-0.00805414,0.91377825,0.3854447,0.03510568,20.31258774,11.16295815,179.258255,48.80853271,2.05373311,20,214.01425171,3,1214,17,7,83,80,55.54860687,55
08-févr.-2019 08:19:28.141,-0.29873517,0.97869945,0.45964038,0.16671427,20.31258774,11.16554832,179.258255,48.80853271,2.05373311,20,214.01425171,3,1214,17,7,83,80,55.54860687,56
08-févr.-2019 08:19:28.247,0.08517858,1.04484093,-0.00994012,0.05252812,20.31258774,11.16554832,179.258255,48.80853271,2.05373311,20,214.01425171,3,1214,17,7,83,80,55.54860687,56
08-févr.-2019 08:19:28.342,-0.11373415,1.00774312,0.41717309,0.13878676,20.31258774,11.16775703,179.258255,48.80853271,2.05373311,20,214.01425171,3,1214,17,7,83,80,55.54860687,56
08-févr.-2019 08:19:28.441,0.02660305,1.11610782,-0.00237412,0.12106806,20.31258774,11.16964054,179.258255,48.80853271,2.05373311,20,214.01425171,3,1214,17,7,83,80,55.54860687,57
08-févr.-2019 08:19:28.543,-0.09738182,0.82762343,0.38324809,-0.0363576,20.31258774,11.16964054,179.258255,48.80853271,2.05373311,20,214.01425171,3,1214,17,7,83,80,55.54860687,57
08-févr.-2019 08:19:28.650,-0.09738182,0.82762343,0.38324809,-0.0363576,20.31258774,11.17208385,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1214,17,7,83,80,57.7830658,58
08-févr.-2019 08:19:28.751,-0.01269136,0.86252469,0.33345893,-0.0342705,20.31258774,11.17406559,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1215,17,7,83,80,57.7830658,58
08-févr.-2019 08:19:28.843,-0.07199909,1.04728162,0.10843126,0.07061148,20.31258774,11.17406559,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1215,17,7,83,80,57.7830658,58
08-févr.-2019 08:19:28.944,-0.05198579,1.06705093,0.18409131,0.10582241,20.31258774,11.17700672,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1215,17,7,83,80,57.7830658,59
08-févr.-2019 08:19:29.043,0.13765249,0.87863296,0.19556236,-0.06250259,20.31258774,11.17700672,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1215,17,7,83,80,57.7830658,59
08-févr.-2019 08:19:29.144,-0.01269136,0.94526261,0.14821382,-0.02227539,66.60322571,11.18020821,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1215,17,7,83,80,57.7830658,58
08-févr.-2019 08:19:29.243,0.04100287,0.96600807,0.15089852,-0.0007579,66.60322571,11.18020821,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1215,17,7,83,80,57.7830658,58
08-févr.-2019 08:19:29.342,-0.07346348,0.85642302,0.6446414,0.13764317,66.60322571,11.18462276,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1215,17,7,83,80,57.7830658,58
08-févr.-2019 08:19:29.445,-0.04734855,0.86228061,0.32418445,-0.03753714,66.60322571,11.18462276,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1215,17,7,83,80,57.7830658,58
08-févr.-2019 08:19:29.542,0.23576652,0.90572411,0.53359199,0.13058998,66.60322571,11.18736172,179.31318665,48.80841064,2.05361366,22,214.01712036,3,1215,17,7,83,80,57.7830658,58
08-févr.-2019 08:19:29.640,-0.13057461,0.91329008,0.16114925,-0.04084634,66.60322571,11.18736172,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:29.741,-0.13057461,0.91329008,0.16114925,-0.04084634,66.60322571,11.18945408,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:29.841,-0.04759262,1.04264438,0.41985783,0.16642772,66.60322571,11.19176579,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:29.941,-0.12300861,1.18176126,0.15407135,0.21542254,66.60322571,11.1936655,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:30.040,-0.2274683,1.11976886,0.06498774,0.1548835,66.60322571,11.19520092,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:30.143,0.09860214,0.79784751,0.21704006,-0.13553035,66.60322571,11.19725895,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:30.240,0.03368093,0.98480111,0.11990231,0.00996098,66.60322571,11.19725895,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:30.341,-0.35023284,1.04728162,0.32516074,0.18371461,66.60322571,11.19917488,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:30.441,0.14058127,0.98016387,0.27707997,0.05992492,66.60322571,11.19917488,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:30.541,-0.03660971,0.79540688,0.26463267,-0.12393294,66.60322571,11.2019453,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:30.643,-0.08932768,1.16296828,0.1843354,0.20096056,66.60322571,11.2019453,179.36927795,48.80829239,2.05348325,22,214.22503662,3,1216,17,7,83,80,58.28631592,57
08-févr.-2019 08:19:30.744,-0.19622803,1.00408208,0.10208558,0.04320092,66.60322571,11.2019453,179.44862366,48.80817413,2.05335093,19,214.66783142,3,1217,17,7,83,80,59.08436966,57
08-févr.-2019 08:19:30.841,-0.25724417,1.19103575,0.33565548,0.29448086,66.60322571,11.2019453,179.44862366,48.80817413,2.05335093,19,214.66783142,3,1217,17,7,83,80,59.08436966,59
08-févr.-2019 08:19:30.943,0.10348343,0.8996225,0.21313502,-0.04150615,66.60322571,11.2083416,179.44862366,48.80817413,2.05335093,19,214.66783142,3,1217,17,7,83,80,59.08436966,59
08-févr.-2019 08:19:31.047,0.10348343,0.8996225,0.21313502,-0.04150615,66.60322571,11.21140671,179.44862366,48.80817413,2.05335093,19,214.66783142,3,1217,17,7,83,80,59.08436966,59
08-févr.-2019 08:19:31.142,0.00658975,0.87423974,0.46647418,0.04210031,66.60322571,11.21292686,179.44862366,48.80817413,2.05335093,19,214.66783142,3,1217,17,7,83,80,59.08436966,60
08-févr.-2019 08:19:31.241,-0.13765249,1.07925415,0.00104279,0.09305229,86.98235321,11.21434307,179.44862366,48.80817413,2.05335093,19,214.66783142,3,1217,17,7,83,80,59.08436966,60
08-févr.-2019 08:19:31.341,-0.16620806,0.93110681,0.36055014,0.05235343,86.98235321,11.2159729,179.44862366,48.80817413,2.05335093,19,214.66783142,3,1217,17,7,83,80,59.08436966,61
08-févr.-2019 08:19:31.443,-0.08469045,1.01140416,0.15700014,0.04733418,86.98235321,11.2159729,179.44862366,48.80817413,2.05335093,19,214.66783142,3,1217,17,7,83,80,59.08436966,61
08-févr.-2019 08:19:31.542,0.01635233,0.84934515,0.19873519,-0.09919401,86.98235321,11.21844673,179.44862366,48.80817413,2.05335093,19,214.66783142,3,1217,17,7,83,80,59.08436966,61
08-févr.-2019 08:19:31.640,-0.05833146,0.95307261,0.36787203,0.06368551,86.98235321,11.22068501,179.55281067,48.80804443,2.0532217,19,214.43644714,4,1218,17,7,83,80,62.34840012,62
08-févr.-2019 08:19:31.742,-0.01537608,0.97943163,0.49625003,0.14714234,86.98235321,11.22228622,179.55281067,48.80804443,2.0532217,22,214.43644714,4,1218,17,7,83,80,62.34840012,62
08-févr.-2019 08:19:31.849,-0.03368093,0.98919421,0.36030602,0.09194116,86.98235321,11.22406006,179.55281067,48.80804443,2.0532217,22,214.43644714,4,1218,17,7,83,80,62.34840012,62
08-févr.-2019 08:19:31.942,-0.15180825,1.00310588,0.22582637,0.06592963,86.98235321,11.22406006,179.55281067,48.80804443,2.0532217,22,214.43644714,4,1218,17,7,83,80,62.34840012,62
08-févr.-2019 08:19:32.042,-0.05613488,0.92134422,0.2934323,0.00374465,86.98235321,11.22720242,179.55281067,48.80804443,2.0532217,22,214.43644714,4,1218,17,7,83,80,62.34840012,63
08-févr.-2019 08:19:32.141,-0.0165964,1.02189898,0.37690243,0.1282101,86.98235321,11.22720242,179.55281067,48.80804443,2.0532217,22,214.43644714,4,1218,17,7,83,80,62.34840012,63
08-févr.-2019 08:19:32.243,-0.04808075,0.90401566,0.52285314,0.09923937,86.98235321,11.22720242,179.55281067,48.80804443,2.0532217,22,214.43644714,4,1218,17,7,83,80,62.34840012,63
08-févr.-2019 08:19:32.340,-0.00585755,0.86106026,0.20654526,-0.08566966,86.98235321,11.22720242,179.55281067,48.80804443,2.0532217,22,214.43644714,4,1218,17,7,83,80,62.34840012,63
08-févr.-2019 08:19:32.441,0.02196582,0.92354077,0.24803627,-0.01247514,110.11693573,11.23390484,179.55281067,48.80804443,2.0532217,22,214.43644714,4,1218,17,7,83,80,62.34840012,64
08-févr.-2019 08:19:32.546,-0.05906365,1.04166818,0.32662514,0.12758073,110.11693573,11.23390484,179.55281067,48.80804443,2.0532217,22,214.43644714,4,1218,17,7,83,80,62.34840012,64
08-févr.-2019 08:19:32.642,-0.05906365,1.04166818,0.32662514,0.12758073,110.11693573,11.23746014,179.63490295,48.80791092,2.05308843,22,214.47299194,4,1219,17,7,83,80,64.75067139,64
08-févr.-2019 08:19:32.742,-0.01928111,0.97674698,0.25853106,0.04100478,110.11693573,11.24009418,179.63490295,48.80791092,2.05308843,21,214.47299194,4,1219,17,7,83,80,64.75067139,65
08-févr.-2019 08:19:32.845,0.08615484,0.87546003,0.65440398,0.15926534,110.11693573,11.24009418,179.63490295,48.80791092,2.05308843,21,214.47299194,4,1219,17,7,83,80,64.75067139,65
08-févr.-2019 08:19:32.941,0.10470375,0.980896,0.20483682,0.03284742,110.11693573,11.2427845,179.63490295,48.80791092,2.05308843,21,214.47299194,4,1219,17,7,83,80,64.75067139,65
08-févr.-2019 08:19:33.044,-0.07785664,0.81005073,0.13918342,-0.15150474,110.11693573,11.24538422,179.63490295,48.80791092,2.05308843,21,214.47299194,4,1219,17,7,83,80,64.75067139,65
08-févr.-2019 08:19:33.140,0.10201905,1.00457036,0.30221862,0.08727027,110.11693573,11.24740601,179.63490295,48.80791092,2.05308843,21,214.47299194,4,1219,17,7,83,80,64.75067139,65
08-févr.-2019 08:19:33.241,0.10104278,0.84714854,0.7654534,0.21568465,110.11693573,11.24969864,179.63490295,48.80791092,2.05308843,21,214.47299194,4,1219,17,7,83,80,64.75067139,65
08-févr.-2019 08:19:33.342,0.02831151,0.96893686,0.41253588,0.09688411,110.11693573,11.24969864,179.63490295,48.80791092,2.05308843,21,214.47299194,4,1219,17,7,83,81,64.75067139,65
08-févr.-2019 08:19:33.442,0.04783668,0.94672692,0.3764143,0.06128227,28.80579948,11.25318336,179.63490295,48.80791092,2.05308843,21,214.47299194,4,1219,17,7,83,81,64.75067139,65
08-févr.-2019 08:19:33.545,0.01513201,0.90572411,0.21557567,-0.04042618,28.80579948,11.25318336,179.63490295,48.80791092,2.05308843,21,214.47299194,4,1219,17,7,83,81,64.75067139,65
08-févr.-2019 08:19:33.641,0.05930772,1.01506507,0.14162406,0.04546789,28.80579948,11.25318336,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:33.743,0.09250052,0.91890359,0.63243818,0.17913327,28.80579948,11.25318336,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:33.842,-0.09152427,0.97991973,0.28147316,0.05588946,28.80579948,11.25318336,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:33.940,0.10397157,0.91646302,0.37714648,0.03880709,28.80579948,11.26076698,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:34.041,0.04539603,0.97601473,0.27341899,0.04635318,28.80579948,11.2635479,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:34.142,0.12520519,0.87765664,0.2285111,-0.05422631,28.80579948,11.26560593,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:34.243,0.08078542,0.91499853,0.19922334,-0.03360409,28.80579948,11.26560593,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:34.342,0.12911023,0.99090266,0.27024615,0.06602808,28.80579948,11.26853085,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:34.443,0.12911023,0.99090266,0.27024615,0.06602808,28.80579948,11.26853085,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:34.542,0.11617479,0.90499187,0.34761468,0.01664723,28.80579948,11.27152824,179.75849915,48.80777359,2.05294919,22,214.42718506,4,1220,17,7,83,81,65.92821503,65
08-févr.-2019 08:19:34.650,0.13887282,0.95990652,0.07377408,-0.01431895,28.80579948,11.27376747,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1220,17,7,83,81,66.08909607,65
08-févr.-2019 08:19:34.743,0.06760593,1.03825116,0.00519189,0.0461113,28.80579948,11.27555466,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1221,17,7,83,81,66.08909607,65
08-févr.-2019 08:19:34.841,0.03709783,1.05875266,0.12112264,0.08260288,28.80579948,11.27555466,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1221,17,7,83,82,66.08909607,65
08-févr.-2019 08:19:34.942,0.06955844,0.81956929,0.27537152,-0.09556944,28.80579948,11.27894878,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1221,17,7,83,82,66.08909607,65
08-févr.-2019 08:19:35.040,-0.04832481,0.85325027,0.50406015,0.0469042,28.80579948,11.27894878,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1221,17,7,83,82,66.08909607,65
08-févr.-2019 08:19:35.141,0.06516527,1.01970232,0.01837138,0.02896749,28.80579948,11.27894878,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1221,17,7,83,82,66.08909607,65
08-févr.-2019 08:19:35.241,0.01147104,0.85569078,0.32540479,-0.04400225,28.80579948,11.28461838,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1221,17,7,83,82,66.08909607,65
08-févr.-2019 08:19:35.343,0.07468379,0.95429295,0.54701549,0.15576555,28.80579948,11.28461838,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1221,17,7,83,82,66.08909607,65
08-févr.-2019 08:19:35.443,-0.02879964,1.01433289,0.10550248,0.03569516,28.80579948,11.28461838,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1221,17,7,83,82,66.08909607,65
08-févr.-2019 08:19:35.543,-0.03856222,0.92256457,0.322476,0.01577706,28.80579948,11.28933048,179.9155426,48.80763626,2.05281091,19,214.43066406,4,1221,17,7,83,82,66.08909607,65
08-févr.-2019 08:19:35.640,-0.06882624,1.03214967,0.24852441,0.09194931,28.80579948,11.29196644,179.9921875,48.80750275,2.05267072,22,214.39888,4,1221,17,7,83,82,65.21855927,65
08-févr.-2019 08:19:35.741,0.04710449,1.03776312,0.03911689,0.04846332,28.80579948,11.29387665,179.9921875,48.80750275,2.05267072,22,214.39888,4,1222,17,7,83,82,65.21855927,66
08-févr.-2019 08:19:35.842,0.04124694,0.91329008,0.24169059,-0.02367857,28.80579948,11.29387665,179.9921875,48.80750275,2.05267072,22,214.39888,4,1222,17,7,83,82,65.21855927,66
08-févr.-2019 08:19:35.940,0.02147769,0.9894383,0.19800299,0.03391748,28.80579948,11.29653454,179.9921875,48.80750275,2.05267072,22,214.39888,4,1222,17,7,83,82,65.21855927,66
08-févr.-2019 08:19:36.041,-0.02928776,0.97088939,0.17798969,0.01067297,28.80579948,11.29818439,179.9921875,48.80750275,2.05267072,22,214.39888,4,1222,17,7,83,82,65.21855927,66
08-févr.-2019 08:19:36.142,0.07468379,0.91841543,0.16017297,-0.04219991,28.80579948,11.30029011,179.9921875,48.80750275,2.05267072,22,214.39888,4,1222,17,7,83,82,65.21855927,67
08-févr.-2019 08:19:36.243,0.03660971,0.98480111,0.09769242,0.00545817,28.80579948,11.30029011,179.9921875,48.80750275,2.05267072,22,214.39888,4,1222,17,7,83,83,65.21855927,67
08-févr.-2019 08:19:36.341,0.03368093,1.00530243,-0.05924119,0.00703586,28.80579948,11.30324936,179.9921875,48.80750275,2.05267072,22,214.39888,4,1222,17,7,83,83,65.21855927,67
08-févr.-2019 08:19:36.445,0.04661636,0.75196332,0.41204774,-0.08874709,28.80579948,11.30324936,179.9921875,48.80750275,2.05267072,22,214.39888,4,1222,17,7,83,83,65.21855927,67
08-févr.-2019 08:19:36.544,-0.22185482,0.92768991,0.39057004,0.07297405,91.92699432,11.30801201,179.9921875,48.80750275,2.05267072,22,214.39888,4,1222,17,7,83,83,65.21855927,68
08-févr.-2019 08:19:36.643,-0.0373419,0.96893686,0.39325479,0.08827481,91.92699432,11.30801201,180.13537598,48.80736542,2.05252481,22,214.90841675,4,1222,17,7,83,83,68.31124878,68
08-févr.-2019 08:19:36.741,-0.0373419,0.96893686,0.39325479,0.08827481,91.92699432,11.31118488,180.13537598,48.80736542,2.05252481,20,214.90841675,4,1223,17,7,83,83,68.31124878,68
08-févr.-2019 08:19:36.841,0.09664962,0.86032802,0.28366971,-0.05272989,91.92699432,11.31416893,180.13537598,48.80736542,2.05252481,20,214.90841675,4,1223,17,7,83,83,68.31124878,68
08-févr.-2019 08:19:36.941,0.08517858,0.89547342,0.28074095,-0.02289015,91.92699432,11.31416893,180.13537598,48.80736542,2.05252481,20,214.90841675,4,1223,17,7,83,83,68.31124878,68
08-févr.-2019 08:19:37.041,-0.15107605,1.01360071,0.30978465,0.10406809,91.92699432,11.31416893,180.13537598,48.80736542,2.05252481,20,214.90841675,4,1223,17,7,83,83,68.31124878,69
08-févr.-2019 08:19:37.142,0.0939649,0.9125579,0.22216542,-0.02736036,91.92699432,11.31812668,180.13537598,48.80736542,2.05252481,20,214.90841675,4,1223,17,7,83,83,68.31124878,69
08-févr.-2019 08:19:37.241,0.04710449,0.88741928,0.40228519,0.02114362,91.92699432,11.32056046,180.13537598,48.80736542,2.05252481,20,214.90841675,4,1223,17,7,83,83,68.31124878,69
08-févr.-2019 08:19:37.341,0.18792981,0.99456364,0.26072764,0.07488975,91.92699432,11.32324409,180.13537598,48.80736542,2.05252481,20,214.90841675,4,1223,17,7,83,83,68.31124878,69
